panel,sensitivity_group,sensitivity_id,poverty_threshold,composition_threshold,threshold_value,model,model_name,direction,direction_label,mean_blockage_pct,sem_blockage_pct,sd_blockage_pct,median_blockage_pct,mean_blockage_ratio,sem_blockage_ratio,delta_mean_blockage_ratio,city_count,Los Angeles,San Diego,"Washington, D.C",Miami,Atlanta,Chicago,Boston,Detroit,New York,Pittsburgh,Philadelphia,Dallas,San Francisco,Houston,Phoenix,St. Louis
Panel B: Composition Sensitivity,composition_threshold,C55,30,55,55,IOM,Intervening Opportunities (IOM),HPM_to_LPW,HPM → LPW,36.695906062661386,3.6523550368452824,14.60942014738113,35.27693089216682,0.3669590606266139,0.036523550368452826,0.0064105642209109,16,42.86832080716565,40.481029810298104,14.37037037037037,30.46016823354774,31.97939369922726,55.26041182365765,29.227186370043512,70.3622427431598,45.75393213093654,47.333294977274036,38.574468085106375,31.701056618819777,11.19929453262786,27.397514486854078,41.80142307953894,28.36438923395445
Panel B: Composition Sensitivity,composition_threshold,C55,30,55,55,IOM,Intervening Opportunities (IOM),LPW_to_HPM,LPW → HPM,52.86379304935731,3.0957516026237903,12.383006410495161,50.12205814382356,0.5286379304935731,0.0309575160262379,0.0193095323933778,16,70.61300819312756,50.179766223297065,42.11640211640212,44.59992116673236,40.36061026352288,72.03461001524114,50.06435006435006,67.62009075262088,72.43515885254405,47.18087420324942,53.453647416413375,59.8123504784689,53.086419753086425,44.7522385661124,46.39495363000025,31.11628709454796
Panel B: Composition Sensitivity,composition_threshold,C55,30,55,55,Choice_IOM,Choice-IOM (τ = 0.5),HPM_to_LPW,HPM → LPW,35.15178140113004,3.6327254289424773,14.53090171576991,30.85501643261847,0.3515178140113004,0.03632725428942477,0.0066096679254163,16,41.39030823391787,30.783513662204292,14.37037037037037,27.420755536257058,30.47302480184096,51.06870921925225,29.227186370043512,69.09238558992058,54.19855558885819,38.02901151487962,38.574468085106375,30.926519203032658,11.19929453262786,25.58133479155274,41.728675684261866,28.36438923395445
Panel B: Composition Sensitivity,composition_threshold,C55,30,55,55,Choice_IOM,Choice-IOM (τ = 0.5),LPW_to_HPM,LPW → HPM,51.0145159509988,3.239108711661747,12.956434846646989,48.1657760006463,0.510145159509988,0.03239108711661747,0.0195945877441326,16,63.56127494026046,41.669292047346865,42.11640211640212,42.01271186440678,40.08417677121956,66.94676533778944,50.06435006435006,67.19534737723214,78.24493996706983,37.98765541478397,53.453647416413375,59.490914647345704,53.086419753086425,42.93486846678336,46.26720193694255,31.11628709454796
Panel B: Composition Sensitivity,composition_threshold,C60,30,60,60,Gravity,Gravity Model,HPM_to_LPW,HPM → LPW,40.92539453709002,4.61915327190384,18.47661308761536,36.36237516364988,0.4092539453709002,0.0461915327190384,0.0105180432825204,16,66.98802587640246,40.960414452709884,14.79507225775882,29.67562828755114,33.156028368794324,67.9789122314356,29.60914454277286,71.57655548351464,64.33492660088032,48.14406706421225,38.660477453580896,31.495815600811174,10.96196868008948,34.064272873718856,42.86218995597643,29.542812863231298
Panel B: Composition Sensitivity,composition_threshold,C60,30,60,60,Gravity,Gravity Model,LPW_to_HPM,LPW → HPM,56.14872859917903,3.6512843540526023,14.60513741621041,53.08003481700461,0.5614872859917903,0.03651284354052602,0.03559654376759,16,81.1486188734148,54.01405193489417,44.27860696517413,46.70061840669334,43.193777167696176,78.47713398087873,52.14601769911504,68.80718247964845,82.85012478914088,47.54661538793941,54.40249405766647,61.71203336094371,54.25055928411633,47.63091398162488,48.26856516522539,32.95234405269275
Panel B: Composition Sensitivity,composition_threshold,C60,30,60,60,IOM,Intervening Opportunities (IOM),HPM_to_LPW,HPM → LPW,37.12295945462003,3.6993597239710274,14.79743889588411,35.90825291118761,0.3712295945462003,0.036993597239710276,0.0106810981404973,16,42.83683576145058,41.15781824587673,14.79507225775882,29.67562828755114,33.156028368794324,56.240694965001246,29.60914454277286,71.47786413208894,45.41482167453949,47.63107051901291,38.660477453580896,31.495815600811174,10.96196868008948,28.43658318806071,42.87471473329981,29.542812863231298
Panel B: Composition Sensitivity,composition_threshold,C60,30,60,60,IOM,Intervening Opportunities (IOM),LPW_to_HPM,LPW → HPM,54.62961451258963,3.0157650644487477,12.06306025779499,53.083023155709164,0.5462961451258963,0.030157650644487475,0.036967747025701,16,72.03716768992899,54.02002861230329,44.27860696517413,46.70837273586964,43.193777167696176,73.10772624460186,52.14601769911504,68.7864588026794,73.65201186768996,47.42701204193017,54.40249405766647,61.71203336094371,54.25055928411633,47.1361552914707,48.263066327555556,32.95234405269275
Panel B: Composition Sensitivity,composition_threshold,C60,30,60,60,Choice_IOM,Choice-IOM (τ = 0.5),HPM_to_LPW,HPM → LPW,35.58531722656342,3.67529099563832,14.70116398255328,31.65279140861028,0.3558531722656342,0.0367529099563832,0.0109450261797501,16,41.471375141828574,31.691153485464206,14.79507225775882,26.301191058900308,31.614429331756348,52.363709209891304,29.60914454277286,70.24275094246556,53.50769077072663,38.50866147091856,38.660477453580896,30.78304545255442,10.96196868008948,26.511347046099047,42.800245916976294,29.542812863231298
Panel B: Composition Sensitivity,composition_threshold,C60,30,60,60,Choice_IOM,Choice-IOM (τ = 0.5),LPW_to_HPM,LPW → HPM,52.8255129170049,3.152466668418107,12.609866673672428,50.17817686316876,0.528255129170049,0.03152466668418107,0.0377045574041937,16,65.26525582929901,45.89253383250989,44.27860696517413,43.87948758500711,42.944785276073624,68.17505317514356,52.14601769911504,68.37311779453236,79.19498736830948,38.38776742002548,54.40249405766647,61.44388765878103,54.25055928411633,45.4109726464097,48.21033602722246,32.95234405269275
