sensitivity_group,sensitivity_id,poverty_threshold,composition_threshold,model,direction,city_count,mean_R,sd_R,median_R,mean_blockage_rate,sd_blockage_rate,median_blockage_rate,mean_FA,sd_FA,median_FA,delta_mean_R,delta_mean_blockage,delta_mean_FA
composition_threshold,C40,30,40,Gravity,HPM_to_LPW,16,1.0103417110695605,0.19519959717796917,1.078590524458681,0.39096125390469494,0.18438036048075757,0.3479640601579961,0.6781533183003795,0.0441434109121613,0.6726503802767473,0.012407667458559701,-0.007774648183684896,-0.02395202096163762
composition_threshold,C40,30,40,Gravity,LPW_to_HPM,16,0.7053246205611965,0.2942659977358789,0.6369274590586549,0.48852460568315337,0.16646861456647138,0.4365003247355166,0.6781533183003795,0.0441434109121613,0.6726503802767473,0.15103492183587042,-0.037366136541046924,-0.02395202096163762
composition_threshold,C40,30,40,IOM,HPM_to_LPW,16,1.2280336063451915,0.3713419762827326,1.2349348856773643,0.3533860497765722,0.14327460491906557,0.3479640601579961,0.6781533183003795,0.0441434109121613,0.6726503802767473,-0.048195797272762464,-0.0071624466291307365,-0.02395202096163762
composition_threshold,C40,30,40,IOM,LPW_to_HPM,16,0.8105683423931804,0.32697923928715744,0.7577064642936436,0.4708597171954874,0.13649745887003747,0.43599958354680635,0.6781533183003795,0.0441434109121613,0.6726503802767473,0.1508138330286809,-0.03846868090470784,-0.02395202096163762
composition_threshold,C40,30,40,Choice_IOM,HPM_to_LPW,16,1.1197844733436022,0.2850885108315568,1.1330753076144737,0.33725143671390634,0.14470793764107126,0.3026601038966204,0.6781533183003795,0.0441434109121613,0.6726503802767473,-0.01693483924912842,-0.00765670937197771,-0.02395202096163762
composition_threshold,C40,30,40,Choice_IOM,LPW_to_HPM,16,0.8121344765013201,0.2554607881396677,0.8018297215583479,0.45205352420142236,0.13979623850151515,0.4013067216730597,0.6781533183003795,0.0441434109121613,0.6726503802767473,0.13667897028856812,-0.038497047564432896,-0.02395202096163762
composition_threshold,C45,30,45,Gravity,HPM_to_LPW,16,0.9973669115477699,0.2035839817517582,1.0366772607618104,0.3943497776609123,0.1857872371611001,0.3525131373346722,0.6854224251342815,0.04682013812257221,0.6840571905176613,-0.0005671320632308907,-0.004386124427467553,-0.016682914127735593
composition_threshold,C45,30,45,Gravity,LPW_to_HPM,16,0.610482265494517,0.09247796596878775,0.6141722893862447,0.5050334474948337,0.16114283316851968,0.45275156471728817,0.6854224251342815,0.04682013812257221,0.6840571905176613,0.05619256676919093,-0.020857294729366593,-0.016682914127735593
composition_threshold,C45,30,45,IOM,HPM_to_LPW,16,1.2463301151314856,0.42515233899359217,1.204177586832668,0.3566147208142999,0.14572445330191133,0.3525131373346722,0.6854224251342815,0.04682013812257221,0.6840571905176613,-0.02989928848646839,-0.00393377559140301,-0.016682914127735593
composition_threshold,C45,30,45,IOM,LPW_to_HPM,16,0.7155111836288923,0.16206248641754611,0.7199887340338189,0.487888248009597,0.13186285620822677,0.4522156074789191,0.6854224251342815,0.04682013812257221,0.6840571905176613,0.05575667426439279,-0.021440150090598242,-0.016682914127735593
