city,origin_geoid,pct_Prs_Blw_Pov_Lev_ACS_15_19,pct_NH_White_alone_ACS_15_19,total_flow,od_flow,do_flow,num_connections,weighted_avg_asymmetry,net_flow
Phoenix,40130101011,2.23,97.77,100725.0,81807.0,18918.0,2101,0.7341077190369819,62889.0
Phoenix,40130101012,7.57,91.23,69085.0,44562.0,24523.0,2086,0.6581602373887241,20039.0
Phoenix,40130101013,2.85,100.0,17904.0,11389.0,6515.0,1187,0.709562109025916,4874.0
Phoenix,40130101021,1.14,97.63,123370.0,36628.0,86742.0,2465,0.6587176785280052,-50114.0
Phoenix,40130101022,9.55,89.31,63279.0,48999.0,14280.0,1945,0.7861217781570505,34719.0
Phoenix,40130101023,10.52,99.2,72639.0,33598.0,39041.0,2086,0.7176998582028937,-5443.0
Phoenix,40130304011,6.47,97.9,96770.0,34918.0,61852.0,2270,0.5552340601426062,-26934.0
Phoenix,40130304012,0.0,97.57,40563.0,24316.0,16247.0,1842,0.6817789611222049,8069.0
Phoenix,40130304013,0.0,81.83,63740.0,40841.0,22899.0,1948,0.7076561029181048,17942.0
Phoenix,40130304021,12.21,98.3,40858.0,23787.0,17071.0,1718,0.4629203583141612,6716.0
Phoenix,40130304022,15.31,91.31,96096.0,28273.0,67823.0,2300,0.5850607725607726,-39550.0
Phoenix,40130304023,10.09,93.03,129149.0,49708.0,79441.0,2335,0.5417540979798527,-29733.0
Phoenix,40130405021,0.0,89.0,57337.0,8159.0,49178.0,2318,0.7361215271116383,-41019.0
Phoenix,40130405022,8.7,72.14,31119.0,15672.0,15447.0,1428,0.3556990905877438,225.0
Phoenix,40130405023,19.94,83.15,77922.0,38542.0,39380.0,1886,0.4018377351710685,-838.0
Phoenix,40130405024,7.52,91.77,46125.0,22163.0,23962.0,1524,0.3684552845528455,-1799.0
Phoenix,40130405061,9.98,100.0,82808.0,18686.0,64122.0,1701,0.7008260071490677,-45436.0
Phoenix,40130405062,6.51,100.0,26037.0,17403.0,8634.0,1305,0.6595613934016976,8769.0
Phoenix,40130405063,7.72,100.0,22501.0,10892.0,11609.0,1126,0.6121950135549531,-717.0
Phoenix,40130405064,6.73,95.69,24392.0,17383.0,7009.0,1262,0.6894883568383077,10374.0
Phoenix,40130405071,11.09,94.44,85896.0,18014.0,67882.0,1882,0.7498835801434293,-49868.0
Phoenix,40130405072,10.84,98.82,122008.0,23412.0,98596.0,1984,0.7458199462330339,-75184.0
Phoenix,40130405073,11.18,95.17,34938.0,8287.0,26651.0,1328,0.7501287995878413,-18364.0
Phoenix,40130405074,9.63,89.36,19575.0,14981.0,4594.0,1152,0.7725670498084292,10387.0
Phoenix,40130405075,2.45,89.27,61821.0,6159.0,55662.0,1495,0.8466216981284677,-49503.0
Phoenix,40130405121,5.41,96.23,20653.0,13125.0,7528.0,1154,0.6598072919188496,5597.0
Phoenix,40130405131,5.45,97.03,31036.0,16684.0,14352.0,1233,0.5942131718004897,2332.0
Phoenix,40130405132,3.06,98.44,26427.0,16493.0,9934.0,1155,0.6590608090210769,6559.0
Phoenix,40130405141,4.25,97.93,36600.0,26591.0,10009.0,1527,0.6712021857923497,16582.0
Phoenix,40130405142,5.62,97.09,28031.0,17838.0,10193.0,1235,0.6660126288751739,7645.0
Phoenix,40130405151,22.61,59.03,62795.0,33429.0,29366.0,1806,0.4111633091806672,4063.0
Phoenix,40130405152,12.7,91.92,70168.0,51459.0,18709.0,2030,0.5914946984380345,32750.0
Phoenix,40130405161,7.2,86.03,92728.0,75264.0,17464.0,1922,0.7198041583987577,57800.0
Phoenix,40130405162,4.37,92.41,86789.0,64518.0,22271.0,1918,0.763011441542131,42247.0
Phoenix,40130405171,13.72,82.22,157940.0,131780.0,26160.0,2280,0.7208053691275168,105620.0
Phoenix,40130405172,5.05,63.15,192349.0,152470.0,39879.0,2331,0.6843757960790022,112591.0
Phoenix,40130405181,8.76,93.97,53496.0,34069.0,19427.0,1930,0.5496485718558397,14642.0
Phoenix,40130405182,2.22,67.39,74870.0,60877.0,13993.0,2013,0.7464939227995192,46884.0
Phoenix,40130405183,1.17,79.31,103471.0,86997.0,16474.0,2071,0.7786819495317528,70523.0
Phoenix,40130405184,1.68,48.78,104973.0,79471.0,25502.0,2054,0.6838996694388081,53969.0
Phoenix,40130405185,6.38,81.97,39424.0,27820.0,11604.0,1737,0.7010957792207793,16216.0
Phoenix,40130405191,6.55,71.55,228501.0,161703.0,66798.0,2418,0.6303736088682326,94905.0
Phoenix,40130405192,0.0,98.24,50645.0,16045.0,34600.0,1641,0.6896041070194491,-18555.0
Phoenix,40130405193,3.88,95.46,22757.0,17676.0,5081.0,1295,0.7500549281539746,12595.0
Phoenix,40130405201,4.72,81.65,199837.0,174015.0,25822.0,2231,0.7782392650009758,148193.0
Phoenix,40130405202,3.73,79.42,258157.0,179434.0,78723.0,2346,0.6921640707011625,100711.0
Phoenix,40130405211,9.62,72.12,436543.0,374924.0,61619.0,2442,0.7540585921661783,313305.0
Phoenix,40130405221,11.17,98.1,26854.0,17696.0,9158.0,1305,0.6577046250093096,8538.0
Phoenix,40130405222,5.19,94.97,21154.0,15193.0,5961.0,1210,0.7068166776968895,9232.0
Phoenix,40130405223,9.06,91.03,34803.0,19879.0,14924.0,1404,0.4791828290664598,4955.0
Phoenix,40130405231,8.03,92.07,63060.0,43582.0,19478.0,1736,0.6682524579765303,24104.0
Phoenix,40130405241,4.31,95.56,16466.0,11921.0,4545.0,848,0.7279242074577918,7376.0
Phoenix,40130405242,4.64,91.77,17601.0,13953.0,3648.0,997,0.7905800806772343,10305.0
Phoenix,40130405251,4.13,83.97,8482.0,6257.0,2225.0,626,0.7936807356755482,4032.0
Phoenix,40130405252,6.94,94.08,6473.0,4450.0,2023.0,611,0.6817549822338946,2427.0
Phoenix,40130405253,6.51,93.49,8522.0,5119.0,3403.0,659,0.6594696080732223,1716.0
Phoenix,40130405254,0.0,92.67,10754.0,8316.0,2438.0,726,0.8169983262042031,5878.0
Phoenix,40130405255,8.61,96.84,14464.0,5873.0,8591.0,756,0.6962112831858407,-2718.0
Phoenix,40130405256,0.0,95.14,3768.0,1904.0,1864.0,475,0.6788747346072187,40.0
Phoenix,40130405261,3.65,97.08,20182.0,13092.0,7090.0,1061,0.6659399464869686,6002.0
Phoenix,40130405262,3.13,93.36,7486.0,4053.0,3433.0,635,0.7379107667646273,620.0
Phoenix,40130405263,10.27,95.73,22783.0,15052.0,7731.0,1105,0.6934556467541588,7321.0
Phoenix,40130405271,6.17,98.3,14309.0,7313.0,6996.0,704,0.6515479767978195,317.0
Phoenix,40130405272,14.62,97.99,24178.0,15102.0,9076.0,1029,0.6028621060468194,6026.0
Phoenix,40130405273,9.09,73.77,193669.0,92524.0,101145.0,2200,0.5445734732972236,-8621.0
Phoenix,40130405281,4.28,94.53,19882.0,11514.0,8368.0,1097,0.6329343124434161,3146.0
Phoenix,40130405282,1.53,96.73,15933.0,10043.0,5890.0,944,0.6873156342182891,4153.0
Phoenix,40130405283,4.0,96.74,21942.0,14190.0,7752.0,1019,0.6724090784796282,6438.0
Phoenix,40130405284,4.9,94.47,29243.0,11223.0,18020.0,1066,0.691208152378347,-6797.0
Phoenix,40130405285,8.13,94.53,29015.0,14862.0,14153.0,1141,0.6261933482681372,709.0
Phoenix,40130405286,4.67,95.33,77979.0,16267.0,61712.0,1580,0.7406481232126598,-45445.0
Phoenix,40130405291,1.51,96.7,13552.0,9218.0,4334.0,912,0.7572314049586777,4884.0
Phoenix,40130405292,0.0,98.19,9910.0,5723.0,4187.0,766,0.7346115035317861,1536.0
Phoenix,40130405293,2.25,100.0,62240.0,3852.0,58388.0,1636,0.8915167095115681,-54536.0
Phoenix,40130405294,2.42,95.34,15458.0,10330.0,5128.0,919,0.6696855996894812,5202.0
Phoenix,40130405301,8.66,77.52,57575.0,49351.0,8224.0,1827,0.7779591836734694,41127.0
Phoenix,40130405302,16.91,50.23,123543.0,69539.0,54004.0,2036,0.5838048290878479,15535.0
Phoenix,40130405311,12.17,77.25,117036.0,37319.0,79717.0,2120,0.6469120612461123,-42398.0
Phoenix,40130405312,0.0,92.39,10420.0,5115.0,5305.0,830,0.6854126679462572,-190.0
Phoenix,40130405313,8.76,87.1,55150.0,8470.0,46680.0,1595,0.7707343608340889,-38210.0
Phoenix,40130405314,15.97,91.7,284629.0,9792.0,274837.0,2188,0.934237200004216,-265045.0
Phoenix,40130506031,8.99,74.03,46988.0,27321.0,19667.0,2095,0.5936409295990466,7654.0
Phoenix,40130506032,13.99,64.35,124230.0,67672.0,56558.0,2348,0.5046929083152217,11114.0
Phoenix,40130506033,16.86,48.02,16808.0,10574.0,6234.0,1009,0.6183960019038554,4340.0
Phoenix,40130506041,19.2,59.19,89673.0,57532.0,32141.0,2263,0.5193871064869025,25391.0
Phoenix,40130506042,12.74,60.36,49698.0,29983.0,19715.0,1599,0.5492776369270393,10268.0
Phoenix,40130506051,18.57,46.07,113451.0,95432.0,18019.0,2143,0.7350750544287842,77413.0
Phoenix,40130506052,4.58,57.63,122256.0,104120.0,18136.0,2225,0.7695818610129564,85984.0
Phoenix,40130506053,2.56,67.7,325705.0,219709.0,105996.0,2434,0.5663376368185935,113713.0
Phoenix,40130506061,1.12,56.99,180387.0,105853.0,74534.0,2304,0.568305920049671,31319.0
Phoenix,40130506062,5.37,68.59,249184.0,185136.0,64048.0,2279,0.5996291896750995,121088.0
Phoenix,40130506063,1.41,66.04,209474.0,140752.0,68722.0,2361,0.5345866312764352,72030.0
Phoenix,40130506071,33.4,48.16,44981.0,23179.0,21802.0,1711,0.5362486383139548,1377.0
Phoenix,40130506072,5.97,64.73,80231.0,33844.0,46387.0,2208,0.6195236255312785,-12543.0
Phoenix,40130506073,19.92,28.99,89807.0,80403.0,9404.0,1875,0.8173193626332023,70999.0
Phoenix,40130506074,10.27,24.29,70356.0,47678.0,22678.0,1739,0.6519699812382739,25000.0
Phoenix,40130506075,6.07,46.7,92618.0,78978.0,13640.0,1903,0.7653371914746594,65338.0
Phoenix,40130506081,19.75,20.91,245967.0,44510.0,201457.0,2252,0.7848654494302081,-156947.0
Phoenix,40130506082,4.39,54.86,242835.0,86583.0,156252.0,2314,0.6573640537813742,-69669.0
Phoenix,40130506083,12.46,45.74,126047.0,80784.0,45263.0,2039,0.624203670059581,35521.0
Phoenix,40130506084,13.3,59.47,106307.0,92402.0,13905.0,1952,0.7825919271543736,78497.0
Phoenix,40130506091,0.78,33.26,172180.0,61432.0,110748.0,2320,0.6335346730166105,-49316.0
Phoenix,40130506092,3.18,81.42,31481.0,21400.0,10081.0,1392,0.6306343508783075,11319.0
Phoenix,40130506093,15.46,34.01,69581.0,60988.0,8593.0,1746,0.7967548612408559,52395.0
Phoenix,40130506101,4.06,36.13,292813.0,220981.0,71832.0,2418,0.6373658273369011,149149.0
Phoenix,40130506102,13.8,33.82,168951.0,141505.0,27446.0,2192,0.731555303016851,114059.0
Phoenix,40130506103,8.04,78.2,85715.0,44626.0,41089.0,1843,0.6237998016683194,3537.0
Phoenix,40130506111,10.54,35.62,192986.0,167388.0,25598.0,2254,0.7700144051900137,141790.0
Phoenix,40130506112,0.0,53.81,65551.0,24757.0,40794.0,1636,0.6209973913441442,-16037.0
Phoenix,40130507011,16.42,54.33,111810.0,95943.0,15867.0,1966,0.7500044718719255,80076.0
Phoenix,40130507012,24.6,29.21,165056.0,105352.0,59704.0,2181,0.5597857696781698,45648.0
Phoenix,40130507021,18.23,43.11,137298.0,44740.0,92558.0,1953,0.5972701714518784,-47818.0
Phoenix,40130507022,23.64,26.06,90771.0,64575.0,26196.0,1927,0.601216247479922,38379.0
Phoenix,40130507023,16.83,41.29,110152.0,57580.0,52572.0,1843,0.4896325078073934,5008.0
Phoenix,40130608011,34.16,11.1,152988.0,78890.0,74098.0,2178,0.3954166339843648,4792.0
Phoenix,40130608012,19.49,14.98,35063.0,23447.0,11616.0,1631,0.6486324615691755,11831.0
Phoenix,40130608013,42.0,15.35,107292.0,17780.0,89512.0,1917,0.7484994221377176,-71732.0
Phoenix,40130608014,11.81,90.8,49802.0,26867.0,22935.0,1808,0.6333480583109112,3932.0
Phoenix,40130608015,24.94,17.56,43304.0,21971.0,21333.0,1546,0.5863661555514502,638.0
Phoenix,40130608021,6.83,66.73,40847.0,35168.0,5679.0,1627,0.8265723308933337,29489.0
Phoenix,40130608022,13.25,30.3,90685.0,71327.0,19358.0,1960,0.702839499365937,51969.0
Phoenix,40130609011,51.37,35.67,55514.0,23126.0,32388.0,1703,0.6090355585978312,-9262.0
Phoenix,40130609012,20.79,38.64,53073.0,45568.0,7505.0,1812,0.7870480281875907,38063.0
Phoenix,40130609013,10.75,38.01,119905.0,86765.0,33140.0,2072,0.6534923481089195,53625.0
Phoenix,40130609021,29.11,30.33,96859.0,30094.0,66765.0,1868,0.685997171145686,-36671.0
Phoenix,40130609022,33.72,1.15,53493.0,32275.0,21218.0,1626,0.5745237694651637,11057.0
Phoenix,40130609023,32.93,22.32,49417.0,20797.0,28620.0,1709,0.5403201327478399,-7823.0
Phoenix,40130609031,10.64,19.27,74624.0,48423.0,26201.0,1977,0.4302905231560892,22222.0
Phoenix,40130609032,48.55,19.14,44814.0,32313.0,12501.0,1523,0.5933413665372428,19812.0
Phoenix,40130609033,14.78,32.7,57155.0,48967.0,8188.0,1768,0.7795818388592424,40779.0
Phoenix,40130609034,17.49,59.88,55410.0,45007.0,10403.0,1913,0.76639595740841,34604.0
Phoenix,40130609041,36.66,1.73,25291.0,15155.0,10136.0,1173,0.6147246055909217,5019.0
Phoenix,40130609042,9.5,42.29,67330.0,59239.0,8091.0,2030,0.8049606416159216,51148.0
Phoenix,40130609043,14.6,38.92,37242.0,26489.0,10753.0,1567,0.7398098920573546,15736.0
Phoenix,40130610091,28.62,38.82,140269.0,116566.0,23703.0,2231,0.735166002466689,92863.0
Phoenix,40130610092,11.24,23.54,413179.0,75282.0,337897.0,2423,0.7498759617502342,-262615.0
Phoenix,40130610093,4.37,81.58,163311.0,98115.0,65196.0,2289,0.5714679354115767,32919.0
Phoenix,40130610094,20.43,82.26,342934.0,84599.0,258335.0,2351,0.6889955501641716,-173736.0
Phoenix,40130610101,10.16,65.86,86603.0,57635.0,28968.0,1869,0.5695299239056384,28667.0
Phoenix,40130610102,11.6,81.18,104252.0,53109.0,51143.0,2137,0.54849787054445,1966.0
Phoenix,40130610103,4.55,83.64,77944.0,46541.0,31403.0,1958,0.6118751924458585,15138.0
Phoenix,40130610111,29.36,28.03,148262.0,74264.0,73998.0,2289,0.5562450256977512,266.0
Phoenix,40130610112,5.63,49.17,203538.0,147492.0,56046.0,2346,0.6221835726006937,91446.0
Phoenix,40130610121,2.93,55.12,212620.0,98850.0,113770.0,2239,0.6037908004891356,-14920.0
Phoenix,40130610122,4.25,55.51,650927.0,42733.0,608194.0,2473,0.8787544532643445,-565461.0
Phoenix,40130610123,5.28,49.5,112103.0,64635.0,47468.0,2005,0.5544811468024942,17167.0
Phoenix,40130610124,14.15,34.66,111286.0,61387.0,49899.0,2187,0.5173516884423917,11488.0
Phoenix,40130610131,3.45,47.1,107097.0,85585.0,21512.0,2183,0.6871247560622613,64073.0
Phoenix,40130610132,3.8,35.71,158429.0,89475.0,68954.0,2298,0.5823618150717356,20521.0
Phoenix,40130610141,9.34,35.89,138150.0,106162.0,31988.0,2233,0.6778139703221137,74174.0
Phoenix,40130610142,1.2,50.15,122637.0,71539.0,51098.0,2108,0.6089760838898538,20441.0
Phoenix,40130610151,3.76,51.34,105541.0,77348.0,28193.0,2149,0.639116551861362,49155.0
Phoenix,40130610152,8.62,28.82,118761.0,33600.0,85161.0,2040,0.6950850868551124,-51561.0
Phoenix,40130610153,0.0,49.92,72854.0,62438.0,10416.0,1874,0.7809042743020287,52022.0
Phoenix,40130610161,5.18,53.07,456756.0,326854.0,129902.0,2427,0.599120755939714,196952.0
Phoenix,40130610181,2.76,94.57,117304.0,46710.0,70594.0,2031,0.4729420991611539,-23884.0
Phoenix,40130610182,3.8,94.39,37140.0,17658.0,19482.0,1460,0.6470651588583737,-1824.0
Phoenix,40130610183,5.27,95.44,22860.0,13244.0,9616.0,1186,0.6429571303587052,3628.0
Phoenix,40130610191,5.28,35.06,143208.0,93603.0,49605.0,2150,0.6128707893413776,43998.0
Phoenix,40130610192,7.86,50.36,45114.0,29576.0,15538.0,1763,0.610409185618655,14038.0
Phoenix,40130610193,1.1,50.73,104000.0,84481.0,19519.0,2003,0.7050576923076923,64962.0
Phoenix,40130610201,4.73,62.97,65801.0,26844.0,38957.0,1541,0.6044740961383566,-12113.0
Phoenix,40130610202,0.08,36.6,107093.0,46957.0,60136.0,1922,0.58167200470619,-13179.0
Phoenix,40130610203,24.41,42.98,178323.0,51467.0,126856.0,2198,0.65739697066559,-75389.0
Phoenix,40130610211,1.52,43.38,165804.0,67993.0,97811.0,2095,0.6056186822995826,-29818.0
Phoenix,40130610221,6.83,51.64,308743.0,111370.0,197373.0,2352,0.6742727770346211,-86003.0
Phoenix,40130610222,8.51,39.37,145883.0,92255.0,53628.0,2138,0.5652269284289465,38627.0
Phoenix,40130610223,7.25,53.27,180973.0,116151.0,64822.0,2187,0.5400971415625535,51329.0
Phoenix,40130610231,16.03,32.91,127014.0,101062.0,25952.0,2111,0.7079219613585904,75110.0
Phoenix,40130610232,4.32,37.57,109224.0,87788.0,21436.0,2155,0.7012012012012012,66352.0
Phoenix,40130610233,13.7,52.1,117497.0,101757.0,15740.0,2053,0.7807263164165894,86017.0
Phoenix,40130610234,2.99,48.14,108925.0,90153.0,18772.0,2200,0.7513518476015607,71381.0
Phoenix,40130610241,7.41,51.03,232999.0,108449.0,124550.0,2410,0.4641178717505225,-16101.0
Phoenix,40130610251,6.43,62.48,222535.0,162924.0,59611.0,2167,0.6284090143123554,103313.0
Phoenix,40130610252,5.13,85.81,158320.0,104388.0,53932.0,2094,0.5601313794845881,50456.0
Phoenix,40130610253,0.4,70.0,189928.0,149086.0,40842.0,2159,0.6639568678657175,108244.0
Phoenix,40130610261,10.68,55.28,242474.0,127815.0,114659.0,2286,0.5777609145722841,13156.0
Phoenix,40130610262,15.44,71.0,251238.0,95434.0,155804.0,2229,0.6031651262945892,-60370.0
Phoenix,40130610271,0.0,63.33,104887.0,53108.0,51779.0,1943,0.5547398629000734,1329.0
Phoenix,40130610272,1.48,74.16,39982.0,33195.0,6787.0,1649,0.7733480066029713,26408.0
Phoenix,40130610273,10.06,63.44,64637.0,55012.0,9625.0,1809,0.7532373098999026,45387.0
Phoenix,40130610274,3.18,56.4,121244.0,38780.0,82464.0,1825,0.6377057833789713,-43684.0
Phoenix,40130610275,3.95,73.09,44275.0,21230.0,23045.0,1318,0.6368605307735743,-1815.0
Phoenix,40130610281,10.71,80.25,468117.0,109677.0,358440.0,2410,0.6788281562088111,-248763.0
Phoenix,40130610291,11.75,50.43,168880.0,42415.0,126465.0,2096,0.6906916153481762,-84050.0
Phoenix,40130610292,9.36,68.62,44233.0,24898.0,19335.0,1650,0.6847150317636154,5563.0
Phoenix,40130610293,15.34,74.71,202049.0,39387.0,162662.0,2113,0.7228494078169156,-123275.0
Phoenix,40130610294,15.71,74.41,52438.0,44768.0,7670.0,1539,0.7956443800297495,37098.0
Phoenix,40130610301,2.81,80.13,110344.0,95952.0,14392.0,2043,0.7872471543536577,81560.0
Phoenix,40130610302,1.36,51.76,114206.0,86781.0,27425.0,1942,0.684710085284486,59356.0
Phoenix,40130610303,1.16,68.07,188480.0,143143.0,45337.0,2223,0.6600912563667233,97806.0
Phoenix,40130610311,6.09,64.69,596461.0,238288.0,358173.0,2437,0.6126351932481755,-119885.0
Phoenix,40130610321,7.41,73.54,94390.0,81046.0,13344.0,2081,0.7736836529293357,67702.0
Phoenix,40130610322,2.53,75.23,98549.0,88469.0,10080.0,1994,0.8291814224395986,78389.0
Phoenix,40130610323,3.66,73.45,85325.0,33034.0,52291.0,1702,0.6182127160855553,-19257.0
Phoenix,40130610324,7.35,57.8,58065.0,33113.0,24952.0,1697,0.6206320502884698,8161.0
Phoenix,40130610331,2.02,63.46,132566.0,63179.0,69387.0,2027,0.5785344658509723,-6208.0
Phoenix,40130610332,8.86,66.44,79090.0,66120.0,12970.0,1842,0.74593501074725,53150.0
Phoenix,40130610333,11.19,71.64,113776.0,88981.0,24795.0,2081,0.6867177612150189,64186.0
Phoenix,40130610341,18.21,61.6,109911.0,96501.0,13410.0,2027,0.7944700712394573,83091.0
Phoenix,40130610342,0.88,39.53,76886.0,65579.0,11307.0,1797,0.7846161850011706,54272.0
Phoenix,40130610343,3.54,58.52,112689.0,96328.0,16361.0,2083,0.7507476328656746,79967.0
Phoenix,40130610344,10.27,64.09,155546.0,48972.0,106574.0,1900,0.6631864528821056,-57602.0
Phoenix,40130610351,3.45,50.21,86031.0,73548.0,12483.0,2012,0.8042101103090746,61065.0
Phoenix,40130610352,0.46,58.31,122370.0,58227.0,64143.0,2026,0.6204298439159924,-5916.0
Phoenix,40130610353,4.82,69.12,67792.0,58004.0,9788.0,1845,0.7898867122964361,48216.0
Phoenix,40130610354,4.46,57.45,70691.0,60052.0,10639.0,1941,0.7666180984849557,49413.0
Phoenix,40130610361,6.12,59.61,115092.0,98417.0,16675.0,1989,0.7607305459979842,81742.0
Phoenix,40130610362,1.15,56.68,126143.0,105875.0,20268.0,2060,0.7633955114433619,85607.0
Phoenix,40130610371,6.7,59.37,204743.0,125877.0,78866.0,2195,0.6080842812696893,47011.0
Phoenix,40130610372,6.3,76.54,106374.0,90709.0,15665.0,1977,0.7820896083629458,75044.0
Phoenix,40130610381,11.06,64.87,108401.0,76145.0,32256.0,1936,0.6532319812547854,43889.0
Phoenix,40130610382,7.35,76.5,76130.0,50803.0,25327.0,1815,0.6634703796138185,25476.0
Phoenix,40130610383,6.09,61.88,129062.0,83245.0,45817.0,2006,0.6133331267142924,37428.0
Phoenix,40130610391,2.79,58.28,122395.0,108545.0,13850.0,2032,0.8138649454634584,94695.0
Phoenix,40130610392,9.76,65.91,30143.0,23375.0,6768.0,1434,0.7455462296387221,16607.0
Phoenix,40130610393,21.61,67.65,403035.0,159679.0,243356.0,2380,0.4852109618271366,-83677.0
Phoenix,40130610401,10.55,57.11,86509.0,49187.0,37322.0,1942,0.5857772023720076,11865.0
Phoenix,40130610402,7.5,47.11,34569.0,28564.0,6005.0,1743,0.7300471520726662,22559.0
Phoenix,40130610403,1.96,47.81,60134.0,52810.0,7324.0,1926,0.8251904080886021,45486.0
Phoenix,40130610411,11.08,45.37,32388.0,21154.0,11234.0,1371,0.6605532913424725,9920.0
Phoenix,40130610412,9.15,40.16,47133.0,40359.0,6774.0,1619,0.8087115184690132,33585.0
Phoenix,40130610413,6.89,35.13,68197.0,60239.0,7958.0,1907,0.812660380955174,52281.0
Phoenix,40130610414,9.6,44.75,35563.0,31157.0,4406.0,1603,0.8140201895228186,26751.0
Phoenix,40130610421,1.87,93.26,5141.0,1801.0,3340.0,591,0.6669908578097646,-1539.0
Phoenix,40130610422,4.67,100.0,12362.0,9849.0,2513.0,899,0.7414657822358841,7336.0
Phoenix,40130610423,10.0,97.27,11125.0,6670.0,4455.0,890,0.6271460674157303,2215.0
Phoenix,40130610424,8.47,54.87,38923.0,33214.0,5709.0,1836,0.8029442745934281,27505.0
Phoenix,40130610431,9.29,42.13,34871.0,26942.0,7929.0,1757,0.7131714031716899,19013.0
Phoenix,40130610432,5.06,59.28,157097.0,62940.0,94157.0,2314,0.6300120307835286,-31217.0
Phoenix,40130610441,0.96,56.25,125807.0,102809.0,22998.0,2086,0.7330673173988729,79811.0
Phoenix,40130610442,1.65,65.33,117967.0,104651.0,13316.0,1974,0.8058100994345876,91335.0
Phoenix,40130610443,2.6,58.18,167443.0,118393.0,49050.0,2259,0.6222356264519866,69343.0
Phoenix,40130610451,2.3,73.05,77287.0,61311.0,15976.0,1905,0.7093948529506903,45335.0
Phoenix,40130610452,1.66,87.07,154818.0,114356.0,40462.0,2217,0.6849203580978956,73894.0
Phoenix,40130610453,4.78,70.64,170862.0,99911.0,70951.0,2415,0.4794395477051655,28960.0
Phoenix,40130610461,8.44,31.96,125162.0,45088.0,80074.0,2237,0.5894760390533869,-34986.0
Phoenix,40130610462,17.02,41.99,129787.0,112373.0,17414.0,2180,0.7707782751739388,94959.0
Phoenix,40130610471,7.87,48.18,103696.0,89080.0,14616.0,2043,0.801940286992748,74464.0
Phoenix,40130610472,0.0,36.8,163126.0,28755.0,134371.0,2046,0.7871338719762637,-105616.0
Phoenix,40130611002,0.0,64.18,43656.0,12785.0,30871.0,1414,0.7687374015026571,-18086.0
Phoenix,40130611003,2.13,43.3,31124.0,28476.0,2648.0,1164,0.8800282740007711,25828.0
Phoenix,40130612001,25.12,26.11,440546.0,45658.0,394888.0,2430,0.8197146268494095,-349230.0
Phoenix,40130612002,21.38,14.6,74409.0,19951.0,54458.0,1755,0.6969990189358815,-34507.0
Phoenix,40130612003,49.31,28.56,163781.0,44627.0,119154.0,2145,0.6293220825370465,-74527.0
Phoenix,40130612004,21.39,22.95,37191.0,19207.0,17984.0,1453,0.5788228334812185,1223.0
Phoenix,40130613001,16.08,32.26,143502.0,54601.0,88901.0,2133,0.5646611197056487,-34300.0
Phoenix,40130614011,40.79,16.63,29403.0,15643.0,13760.0,1319,0.5567119001462436,1883.0
Phoenix,40130614012,31.6,13.75,38726.0,21856.0,16870.0,1535,0.5537365077725559,4986.0
Phoenix,40130614021,26.65,11.42,61808.0,46178.0,15630.0,1841,0.648103805332643,30548.0
Phoenix,40130614022,31.27,7.84,108243.0,58923.0,49320.0,1939,0.4347717635320529,9603.0
Phoenix,40130614023,31.58,12.96,86514.0,72503.0,14011.0,2012,0.7276047807291306,58492.0
Phoenix,40130715031,8.19,91.95,20967.0,10867.0,10100.0,1195,0.6173033815042687,767.0
Phoenix,40130715032,1.92,96.29,19680.0,11409.0,8271.0,1156,0.5978658536585366,3138.0
Phoenix,40130715033,7.48,93.37,152653.0,39672.0,112981.0,2155,0.6115110741354576,-73309.0
Phoenix,40130715034,8.4,97.25,127148.0,55345.0,71803.0,2176,0.4415798911504703,-16458.0
Phoenix,40130715041,9.82,98.09,40806.0,9981.0,30825.0,1569,0.6922511395383032,-20844.0
Phoenix,40130715042,5.5,98.31,18795.0,11781.0,7014.0,1208,0.6506517690875233,4767.0
Phoenix,40130715043,12.13,100.0,15491.0,11867.0,3624.0,959,0.7686398553999096,8243.0
Phoenix,40130715044,0.0,100.0,33911.0,12830.0,21081.0,1431,0.601486243401846,-8251.0
Phoenix,40130715051,18.54,78.65,78175.0,44237.0,33938.0,2073,0.5987975695554845,10299.0
Phoenix,40130715052,3.29,95.52,19594.0,11028.0,8566.0,1243,0.6576503011125855,2462.0
Phoenix,40130715053,7.42,85.64,30094.0,14030.0,16064.0,1548,0.5928091978467469,-2034.0
Phoenix,40130715054,12.9,90.03,36407.0,25636.0,10771.0,1597,0.6901145384129426,14865.0
Phoenix,40130715061,15.58,96.61,32857.0,14020.0,18837.0,1582,0.6437288857777642,-4817.0
Phoenix,40130715062,6.18,83.55,33829.0,22029.0,11800.0,1604,0.707056076147684,10229.0
Phoenix,40130715063,3.2,92.97,15687.0,11626.0,4061.0,1337,0.7465417224453369,7565.0
Phoenix,40130715064,5.91,95.74,21885.0,14670.0,7215.0,1543,0.6498058030614576,7455.0
Phoenix,40130715091,1.86,56.31,474402.0,61768.0,412634.0,2455,0.7882302351170526,-350866.0
Phoenix,40130715092,7.17,86.67,50950.0,34786.0,16164.0,1619,0.6906771344455348,18622.0
Phoenix,40130715093,5.38,75.38,215081.0,35032.0,180049.0,2238,0.7482436849373026,-145017.0
Phoenix,40130715094,10.08,80.33,60116.0,35576.0,24540.0,1915,0.613746756271209,11036.0
