Date,Day of Week,flow_type_LPW_to_HPM,total_od_flow_LPW_to_HPM,total_do_flow_LPW_to_HPM,total_flow_LPW_to_HPM,flow_share_LPW_to_HPM,flow_type_HPM_to_LPW,total_od_flow_HPM_to_LPW,total_do_flow_HPM_to_LPW,total_flow_HPM_to_LPW,flow_share_HPM_to_LPW
2019/1/1,Tuesday,LPW_to_HPM,1363.6596339999985,1434.4264589999907,2798.086092999989,0.0802861127706437,HPM_to_LPW,1434.4264589999934,1363.6596340000028,2798.0860929999963,0.2242693035847521
2019/1/2,Wednesday,LPW_to_HPM,1739.2728910000071,1607.546946000004,3346.819837000011,0.0751500559045847,HPM_to_LPW,1607.546946000004,1739.2728910000042,3346.819837000008,0.2323716312620004
2019/1/3,Thursday,LPW_to_HPM,1902.4213620000023,1787.2512800000131,3689.672642000016,0.075555874401154,HPM_to_LPW,1787.251280000011,1902.4213619999848,3689.672641999996,0.2351955891408835
2019/1/4,Friday,LPW_to_HPM,2089.187084000006,1907.5102519999853,3996.697335999991,0.0773114412781876,HPM_to_LPW,1907.5102519999955,2089.187084000003,3996.6973359999984,0.2389166132332379
2019/1/5,Saturday,LPW_to_HPM,2015.8416169999964,1760.3318940000058,3776.173511000002,0.0726691284071436,HPM_to_LPW,1760.3318940000051,2015.8416170000005,3776.173511000005,0.2301388278507181
2019/1/6,Sunday,LPW_to_HPM,1792.9003190000149,1526.3725470000109,3319.2728660000257,0.0717102762419526,HPM_to_LPW,1526.3725469999977,1792.9003190000064,3319.272866000004,0.2243675690326569
2019/1/7,Monday,LPW_to_HPM,1710.382535000004,1715.5934310000048,3425.975966000009,0.0784831154355095,HPM_to_LPW,1715.5934310000066,1710.3825350000077,3425.9759660000145,0.2278949851041757
2019/1/8,Tuesday,LPW_to_HPM,2022.876517999995,1720.914616000005,3743.791134,0.0707819207475862,HPM_to_LPW,1720.9146159999823,2022.8765180000053,3743.7911339999873,0.2301303341204553
2019/1/9,Wednesday,LPW_to_HPM,2206.378661000009,1923.350915999995,4129.729577000004,0.073570478467114,HPM_to_LPW,1923.35091599999,2206.378661000007,4129.729576999997,0.2317011102835074
2019/1/10,Thursday,LPW_to_HPM,2234.764377000012,2025.5647499999995,4260.329127000012,0.0745592494208184,HPM_to_LPW,2025.564749999989,2234.764377000004,4260.329126999994,0.2333331126790299
2019/1/11,Friday,LPW_to_HPM,2398.2558989999875,2104.540991999976,4502.796890999964,0.0723521255602552,HPM_to_LPW,2104.540991999996,2398.2558990000084,4502.7968910000045,0.2324175582193061
2019/1/12,Saturday,LPW_to_HPM,2126.0519500000128,1722.58171399999,3848.633664000002,0.0717146310369415,HPM_to_LPW,1722.581713999989,2126.0519499999964,3848.6336639999854,0.2310019706393758
2019/1/13,Sunday,LPW_to_HPM,1773.3904170000096,1549.3426540000105,3322.73307100002,0.0718699255977795,HPM_to_LPW,1549.342654000012,1773.3904170000085,3322.7330710000206,0.2312106644612453
2019/1/14,Monday,LPW_to_HPM,2053.3849149999864,1960.7297270000047,4014.114641999992,0.0730352092369364,HPM_to_LPW,1960.729726999996,2053.3849149999887,4014.114641999984,0.2324241038701004
2019/1/15,Tuesday,LPW_to_HPM,2175.352651000021,1983.360483000008,4158.713134000029,0.0742720018738618,HPM_to_LPW,1983.3604829999967,2175.352651000001,4158.713133999999,0.2377559923556262
2019/1/16,Wednesday,LPW_to_HPM,2182.035108999996,1983.4569000000004,4165.492008999996,0.0735410037936404,HPM_to_LPW,1983.456900000011,2182.0351089999945,4165.492009000005,0.2357329350836835
2019/1/17,Thursday,LPW_to_HPM,2178.992352999994,1911.6433340000017,4090.635686999996,0.0742290021553487,HPM_to_LPW,1911.643334,2178.992353000004,4090.635687000005,0.2345862459832267
2019/1/18,Friday,LPW_to_HPM,2302.373291999991,2124.573304999994,4426.946596999986,0.0713140246601287,HPM_to_LPW,2124.5733050000104,2302.3732919999984,4426.946597000009,0.2356709181534196
2019/1/19,Saturday,LPW_to_HPM,1985.0505750000063,1719.8421860000176,3704.892761000024,0.0730496273581813,HPM_to_LPW,1719.842186,1985.0505749999943,3704.892760999994,0.2377442890449234
2019/1/20,Sunday,LPW_to_HPM,1704.8302170000102,1521.8834560000107,3226.713673000021,0.0724134650986398,HPM_to_LPW,1521.883455999999,1704.8302169999931,3226.713672999992,0.229545021769837
2019/1/21,Monday,LPW_to_HPM,1728.4815700000115,1624.765996000007,3353.247566000018,0.0714691574471274,HPM_to_LPW,1624.7659959999953,1728.4815700000065,3353.247566000002,0.2363639792207784
