Date,Day of Week,total_flow,weighted_avg_asymmetry
2019/7/11,Thursday,6694,0.929190319689274
2019/7/12,Friday,7051,0.9239824138420082
2019/7/13,Saturday,6284,0.9210693825588796
2019/7/14,Sunday,5349,0.9293325855300056
2019/7/15,Monday,6388,0.9232936756418284
2019/7/16,Tuesday,6915,0.9256688358640636
2019/7/17,Wednesday,6977,0.9246094309875303
2019/7/18,Thursday,6805,0.932990448199853
2019/7/19,Friday,6707,0.9299239600417474
2019/7/20,Saturday,6122,0.9271479908526624
2019/7/21,Sunday,5098,0.9395841506473128
2019/7/22,Monday,6162,0.931515741642324
2019/7/23,Tuesday,6178,0.937843962447394
2019/7/24,Wednesday,6474,0.9304911955514366
2019/7/25,Thursday,6418,0.9411031473979432
2019/7/26,Friday,6570,0.9406392694063926
2019/7/27,Saturday,5872,0.9373297002724796
2019/7/28,Sunday,5056,0.9485759493670886
2019/7/29,Monday,5923,0.940570656761776
2019/7/30,Tuesday,5790,0.9416234887737478
2019/7/31,Wednesday,6158,0.9454368301396556
2019/8/1,Thursday,6467,0.9328900572135456
2019/8/2,Friday,6991,0.9301959662423116
2019/8/3,Saturday,6126,0.9396016976820112
2019/8/4,Sunday,4736,0.9349662162162162
2019/8/5,Monday,6371,0.9381572751530372
2019/8/6,Tuesday,6260,0.9357827476038338
2019/8/7,Wednesday,6173,0.947513364652519
2019/8/8,Thursday,6451,0.9336536971012246
2019/8/9,Friday,7896,0.9050151975683892
2019/8/10,Saturday,7029,0.9083795703514014
2019/8/11,Sunday,5987,0.8941038917654919
2019/8/12,Monday,7467,0.888576402839159
2019/8/13,Tuesday,7398,0.8983509056501757
2019/8/14,Wednesday,7751,0.8854341375306412
2019/8/15,Thursday,7916,0.8822637695805963
2019/8/16,Friday,8301,0.8749548247199133
2019/8/17,Saturday,7347,0.870151082074316
2019/8/18,Sunday,5891,0.8733661517569173
2019/8/19,Monday,7553,0.8792532768436383
2019/8/20,Tuesday,7643,0.8874787387151643
2019/8/21,Wednesday,7302,0.8879758970145166
2019/8/22,Thursday,7363,0.8902621214179003
2019/8/23,Friday,7710,0.8993514915693904
2019/8/24,Saturday,6785,0.9039056742815034
2019/8/25,Sunday,5495,0.8991810737033668
2019/8/26,Monday,6795,0.9049300956585724
2019/8/27,Tuesday,7253,0.9065214394043845
2019/8/28,Wednesday,7380,0.9043360433604336
2019/8/29,Thursday,7269,0.9094786077864906
2019/8/30,Friday,7568,0.9156976744186046
2019/8/31,Saturday,6237,0.9278499278499278
2019/9/1,Sunday,5193,0.9079530136722512
2019/9/2,Monday,5101,0.9004116839835327
2019/9/3,Tuesday,7929,0.9056627569680918
2019/9/4,Wednesday,7995,0.9056910569105692
2019/9/5,Thursday,7849,0.907249331124984
2019/9/6,Friday,8269,0.9100253960575644
2019/9/7,Saturday,7550,0.9059602649006624
2019/9/8,Sunday,6179,0.8999838161514808
2019/9/9,Monday,7661,0.9049732410912412
2019/9/10,Tuesday,8011,0.9051304456372488
2019/9/11,Wednesday,8284,0.8993239980685659
2019/9/12,Thursday,8169,0.9054963887868772
2019/9/13,Friday,9177,0.9021466710253896
2019/9/14,Saturday,7646,0.9058331153544336
2019/9/15,Sunday,6276,0.8954748247291269
2019/9/16,Monday,7907,0.9107120273175668
2019/9/17,Tuesday,8189,0.9013310538527292
2019/9/18,Wednesday,8093,0.9122698628444336
2019/9/19,Thursday,8218,0.9065466050133852
2019/9/20,Friday,8416,0.9061311787072244
2019/9/21,Saturday,6855,0.9165572574762948
2019/9/22,Sunday,5981,0.9090453101488044
2019/9/23,Monday,7171,0.9129828475805328
2019/9/24,Tuesday,7145,0.9146256123163052
2019/9/25,Wednesday,7390,0.921786197564276
2019/9/26,Thursday,6993,0.9141999141999142
2019/9/27,Friday,7571,0.9199577334566108
2019/9/28,Saturday,6193,0.9189407395446472
2019/9/29,Sunday,5536,0.9114884393063584
2019/9/30,Monday,6637,0.9192406207623928
2019/10/1,Tuesday,7457,0.919270484108891
2019/10/2,Wednesday,7843,0.9171235496621192
2019/10/3,Thursday,8094,0.9318013343217196
2019/10/4,Friday,8009,0.9303283805718566
2019/10/5,Saturday,6655,0.9203606311044328
2019/10/6,Sunday,5752,0.9196801112656467
2019/10/7,Monday,7090,0.9241184767277856
2019/10/8,Tuesday,7200,0.9344444444444444
2019/10/9,Wednesday,5985,0.9502088554720134
2019/10/10,Thursday,5842,0.9517288599794592
2019/10/11,Friday,6418,0.9501402306014336
2019/10/12,Saturday,5480,0.9514598540145984
2019/10/13,Sunday,4263,0.949800609899132
2019/10/14,Monday,5236,0.950725744843392
2019/10/15,Tuesday,5941,0.945463726645346
2019/10/16,Wednesday,6082,0.9506741203551464
2019/10/17,Thursday,6146,0.9420761470875366
2019/10/18,Friday,6746,0.9445597391046546
2019/10/19,Saturday,6048,0.9537037037037036
2019/10/20,Sunday,4917,0.9585112873703476
2019/10/21,Monday,5934,0.9497809234917424
2019/10/22,Tuesday,6099,0.9501557632398754
2019/10/23,Wednesday,6326,0.9465697122984508
2019/10/24,Thursday,6262,0.9450654742893644
2019/10/25,Friday,6896,0.9521461716937356
2019/10/26,Saturday,5369,0.958651517973552
2019/10/27,Sunday,4538,0.9625385632437196
2019/10/28,Monday,5853,0.9572868614385786
2019/10/29,Tuesday,5987,0.9569066310339068
2019/10/30,Wednesday,5660,0.9512367491166078
2019/10/31,Thursday,6087,0.9474289469360934
2019/11/1,Friday,6506,0.9480479557331694
2019/11/2,Saturday,5307,0.9495006595063124
2019/11/3,Sunday,4720,0.946186440677966
2019/11/4,Monday,6091,0.9474634706944672
2019/11/5,Tuesday,5782,0.9584918713248012
2019/11/6,Wednesday,5876,0.9560925799863852
2019/11/7,Thursday,5809,0.9504217593389568
2019/11/8,Friday,6555,0.9472158657513348
2019/11/9,Saturday,5310,0.9468926553672316
2019/11/10,Sunday,4739,0.9502004642329606
2019/11/11,Monday,5002,0.9488204718112756
2019/11/12,Tuesday,5138,0.9447255741533672
2019/11/13,Wednesday,5952,0.9438844086021504
2019/11/14,Thursday,5913,0.9482496194824962
2019/11/15,Friday,6437,0.9431412148516388
2019/11/16,Saturday,5416,0.9442392909896604
2019/11/17,Sunday,4414,0.953783416402356
2019/11/18,Monday,5941,0.946137013970712
2019/11/19,Tuesday,5927,0.9503964906360722
2019/11/20,Wednesday,5865,0.946462063086104
2019/11/21,Thursday,5852,0.9456596035543404
2019/11/22,Friday,6724,0.9509220701963116
2019/11/23,Saturday,5446,0.9460154241645244
2019/11/24,Sunday,4696,0.9531516183986372
2019/11/25,Monday,6442,0.947221359826141
2019/11/26,Tuesday,6179,0.9423854992717268
2019/11/27,Wednesday,6245,0.9564451561249
2019/11/28,Thursday,3936,0.9588414634146342
2019/11/29,Friday,5357,0.9559454918797836
2019/11/30,Saturday,4784,0.9540133779264214
2019/12/1,Sunday,4200,0.9514285714285714
2019/12/2,Monday,5997,0.9566449891612472
2019/12/3,Tuesday,6107,0.9508760438840674
2019/12/4,Wednesday,6376,0.944792973651192
2019/12/5,Thursday,6443,0.9512649386931552
2019/12/6,Friday,6806,0.9503379371143108
2019/12/7,Saturday,5934,0.9480957195820694
2019/12/8,Sunday,4666,0.9459922846120874
2019/12/9,Monday,5951,0.9435389010250378
2019/12/10,Tuesday,6216,0.9485199485199484
2019/12/11,Wednesday,6323,0.9433813063419264
2019/12/12,Thursday,6582,0.9453053783044668
2019/12/13,Friday,7018,0.9447135936164148
2019/12/14,Saturday,5924,0.9527346387575962
2019/12/15,Sunday,4875,0.9614358974358974
2019/12/16,Monday,6327,0.945945945945946
2019/12/17,Tuesday,6252,0.944337811900192
2019/12/18,Wednesday,6757,0.947905875388486
2019/12/19,Thursday,6522,0.94786875191659
2019/12/20,Friday,6847,0.942456550314006
2019/12/21,Saturday,6036,0.94831013916501
2019/12/22,Sunday,5212,0.9512663085188028
2019/12/23,Monday,6323,0.9459117507512256
2019/12/24,Tuesday,5350,0.9413084112149532
2019/12/25,Wednesday,3195,0.9424100156494524
2019/12/26,Thursday,5111,0.9608687145372724
2019/12/27,Friday,5944,0.9539030955585464
2019/12/28,Saturday,5218,0.9463395937140668
2019/12/29,Sunday,4223,0.957376272791854
2019/12/30,Monday,5581,0.9401540942483426
2019/12/31,Tuesday,5824,0.9436813186813188
